"id_number","policy_number","amount","payment_date"
"682623225","CMB_2",250,"2023-09-25"
"497177337","CMB_2",250,"2023-09-25"
"551452998","CMB_2",250,"2023-09-25"
"184120556","CMB_2",250,"2023-09-25"
"388649000","CMB_2",250,"2023-09-25"
"841403133","CMB_2",250,"2023-09-25"
"162123706","CMB_2",250,"2023-09-25"
"510851703","CMB_2",250,"2023-09-25"
"149256272","CMB_2",250,"2023-09-25"
"808163000","CMB_2",250,"2023-09-25"
"374133017","CMB_2",250,"2023-09-25"
"786452553","CMB_2",250,"2023-09-25"
"234336573","CMB_2",250,"2023-09-25"
"454090836","CMB_2",250,"2023-09-25"
"228136206","CMB_2",250,"2023-09-25"
"467764708","CMB_2",250,"2023-09-25"
"321283141","CMB_2",250,"2023-09-25"
"989731768","CMB_2",250,"2023-09-25"
"861899968","CMB_2",250,"2023-09-25"
"809039890","CMB_2",250,"2023-09-25"
"348687982","CMB_2",250,"2023-09-25"
"221337528","CMB_2",250,"2023-09-25"
"078201077","CMB_2",250,"2023-09-25"
"881859690","CMB_2",250,"2023-09-25"
"241711014","CMB_2",250,"2023-09-25"
"588983944","CMB_2",250,"2023-09-25"
"043416723","CMB_2",250,"2023-09-25"
"618328557","CMB_2",250,"2023-09-25"
"158751650","CMB_2",250,"2023-09-25"
"559164542","CMB_2",250,"2023-09-25"
"629664400","CMB_2",250,"2023-09-25"
"423500947","CMB_2",250,"2023-09-25"
"239044116","CMB_2",250,"2023-09-25"
"832201173","CMB_2",250,"2023-09-25"
"252532650","CMB_2",250,"2023-09-25"
"953178026","CMB_2",250,"2023-09-25"
"030717379","CMB_2",250,"2023-09-25"
"832382870","CMB_2",250,"2023-09-25"
"758277435","CMB_2",250,"2023-09-25"
"576535473","CMB_2",250,"2023-09-25"
"575512831","CMB_2",250,"2023-09-25"
"423595398","CMB_2",250,"2023-09-25"
"575732680","CMB_2",250,"2023-09-25"
"372514126","CMB_2",250,"2023-09-25"
"656661800","CMB_2",250,"2023-09-25"
"440071344","CMB_2",250,"2023-09-25"
"002435007","CMB_2",250,"2023-09-25"
"639762253","CMB_2",250,"2023-09-25"
"737975716","CMB_2",250,"2023-09-25"
"321172582","CMB_2",250,"2023-09-25"
"805403321","CMB_2",250,"2023-09-25"
"259842335","CMB_2",250,"2023-09-25"
"746568108","CMB_2",250,"2023-09-25"
"677035091","CMB_2",250,"2023-09-25"
"434091659","CMB_2",250,"2023-09-25"
"459393923","CMB_2",250,"2023-09-25"
"324858076","CMB_2",250,"2023-09-25"
"337516557","CMB_2",250,"2023-09-25"
"300312884","CMB_2",250,"2023-09-25"
"253583217","CMB_2",250,"2023-09-25"
"018559386","CMB_2",250,"2023-09-25"
"899147344","CMB_2",250,"2023-09-25"
"288335974","CMB_2",250,"2023-09-25"
"812630033","CMB_2",250,"2023-09-25"
"114418419","CMB_2",250,"2023-09-25"
"826190522","CMB_2",250,"2023-09-25"
"875770565","CMB_2",250,"2023-09-25"
"211493756","CMB_2",250,"2023-09-25"
"763301474","CMB_2",250,"2023-09-25"
"436263761","CMB_2",250,"2023-09-25"
"596361848","CMB_2",250,"2023-09-25"
"104557352","CMB_2",250,"2023-09-25"
"482561520","CMB_2",250,"2023-09-25"
"712876521","CMB_2",250,"2023-09-25"
"415583778","CMB_2",250,"2023-09-25"
"875475471","CMB_2",250,"2023-09-25"
"990556805","CMB_2",250,"2023-09-25"
"790152707","CMB_2",250,"2023-09-25"
"955779681","CMB_2",250,"2023-09-25"
"876469784","CMB_2",250,"2023-09-25"
"301325050","CMB_2",250,"2023-09-25"
"202749453","CMB_2",250,"2023-09-25"
"608220343","CMB_2",250,"2023-09-25"
"285017167","CMB_2",250,"2023-09-25"
"221911386","CMB_2",250,"2023-09-25"
"909960351","CMB_2",250,"2023-09-25"
"112284241","CMB_2",250,"2023-09-25"
"895870325","CMB_2",250,"2023-09-25"
"155740000","CMB_2",250,"2023-09-25"
"323646776","CMB_2",250,"2023-09-25"
"819014756","CMB_2",250,"2023-09-25"
"622720730","CMB_2",250,"2023-09-25"
"666320245","CMB_2",250,"2023-09-25"
"755924496","CMB_2",250,"2023-09-25"
"813654807","CMB_2",250,"2023-09-25"
"209064069","CMB_2",250,"2023-09-25"
"653791121","CMB_2",250,"2023-09-25"
"854024761","CMB_2",250,"2023-09-25"
"393101819","CMB_2",250,"2023-09-25"
"221764377","CMB_2",250,"2023-09-25"
"482658958","CMB_2",250,"2023-09-25"
"582605564","CMB_2",250,"2023-09-25"
"653245449","CMB_2",250,"2023-09-25"
"539571016","CMB_2",250,"2023-09-25"
"294337779","CMB_2",250,"2023-09-25"
"954598477","CMB_2",250,"2023-09-25"
"263475261","CMB_2",250,"2023-09-25"
"913225488","CMB_2",250,"2023-09-25"
"372887475","CMB_2",250,"2023-09-25"
"401804703","CMB_2",250,"2023-09-25"
"295957163","CMB_2",250,"2023-09-25"
"788927172","CMB_2",250,"2023-09-25"
"693111665","CMB_2",250,"2023-09-25"
"516569169","CMB_2",250,"2023-09-25"
"373078106","CMB_2",250,"2023-09-25"
"082274737","CMB_2",250,"2023-09-25"
"282049396","CMB_2",250,"2023-09-25"
"549490033","CMB_2",250,"2023-09-25"
"346038447","CMB_2",250,"2023-09-25"
"068175487","CMB_2",250,"2023-09-25"
"215773655","CMB_2",250,"2023-09-25"
"172232071","CMB_2",250,"2023-09-25"
"896276091","CMB_2",250,"2023-09-25"
"046586728","CMB_2",250,"2023-09-25"
"560058418","CMB_2",250,"2023-09-25"
"004780231","CMB_2",250,"2023-09-25"
"811740420","CMB_2",250,"2023-09-25"
"675449124","CMB_2",250,"2023-09-25"
"518960195","CMB_2",250,"2023-09-25"
"643424233","CMB_2",250,"2023-09-25"
"159956837","CMB_2",250,"2023-09-25"
"516188786","CMB_2",250,"2023-09-25"
"027669901","CMB_2",250,"2023-09-25"
"603164693","CMB_2",250,"2023-09-25"
"112160387","CMB_2",250,"2023-09-25"
"941547396","CMB_2",250,"2023-09-25"
"104093213","CMB_2",250,"2023-09-25"
"172020149","CMB_2",250,"2023-09-25"
"865230300","CMB_2",250,"2023-09-25"
"361118995","CMB_2",250,"2023-09-25"
"588074962","CMB_2",250,"2023-09-25"
"779194576","CMB_2",250,"2023-09-25"
"741609229","CMB_2",250,"2023-09-25"
"405108837","CMB_2",250,"2023-09-25"
"828775337","CMB_2",250,"2023-09-25"
"546464367","CMB_2",250,"2023-09-25"
"208956888","CMB_2",250,"2023-09-25"
"222919368","CMB_2",250,"2023-09-25"
"128828575","CMB_2",250,"2023-09-25"
"102575524","CMB_2",250,"2023-09-25"
"201798736","CMB_2",250,"2023-09-25"
"167467171","CMB_2",250,"2023-09-25"
"755446990","CMB_2",250,"2023-09-25"
"159583208","CMB_2",250,"2023-09-25"
"359972625","CMB_2",250,"2023-09-25"
"710960444","CMB_2",250,"2023-09-25"
"916437764","CMB_2",250,"2023-09-25"
"767213548","CMB_2",250,"2023-09-25"
"372800171","CMB_2",250,"2023-09-25"
"749155078","CMB_2",250,"2023-09-25"
"376647835","CMB_2",250,"2023-09-25"
"661732254","CMB_2",250,"2023-09-25"
"686782793","CMB_2",250,"2023-09-25"
"612215341","CMB_2",250,"2023-09-25"
"615835673","CMB_2",250,"2023-09-25"
"281935616","CMB_2",250,"2023-09-25"
"216765095","CMB_2",250,"2023-09-25"
"886763987","CMB_2",250,"2023-09-25"
"047784805","CMB_2",250,"2023-09-25"
"709593214","CMB_2",250,"2023-09-25"
"099953247","CMB_2",250,"2023-09-25"
"202479883","CMB_2",250,"2023-09-25"
"049356151","CMB_2",250,"2023-09-25"
"249499655","CMB_2",250,"2023-09-25"
"148794684","CMB_2",250,"2023-09-25"
"956918569","CMB_2",250,"2023-09-25"
"250021044","CMB_2",250,"2023-09-25"
"627624122","CMB_2",250,"2023-09-25"
"469314890","CMB_2",250,"2023-09-25"
"160834309","CMB_2",250,"2023-09-25"
"878176649","CMB_2",250,"2023-09-25"
"374050595","CMB_2",250,"2023-09-25"
"719455428","CMB_2",250,"2023-09-25"
"956219988","CMB_2",250,"2023-09-25"
"782861555","CMB_2",250,"2023-09-25"
"632791976","CMB_2",250,"2023-09-25"
"900043663","CMB_2",250,"2023-09-25"
"846197321","CMB_2",250,"2023-09-25"
"968613141","CMB_2",250,"2023-09-25"
"202867713","CMB_2",250,"2023-09-25"
"674362244","CMB_2",250,"2023-09-25"
"074236490","CMB_2",250,"2023-09-25"
"810214460","CMB_2",250,"2023-09-25"
"808813914","CMB_2",250,"2023-09-25"
"457101246","CMB_2",250,"2023-09-25"
"623817898","CMB_2",250,"2023-09-25"
"567119923","CMB_2",250,"2023-09-25"
"572586499","CMB_2",250,"2023-09-25"
"297491374","CMB_2",250,"2023-09-25"
"974768636","CMB_2",250,"2023-09-25"
"830689238","CMB_2",250,"2023-09-25"
"242904139","CMB_2",250,"2023-09-25"
"166419463","CMB_2",250,"2023-09-25"
"229660915","CMB_2",250,"2023-09-25"
"429362785","CMB_2",250,"2023-09-25"
"439617329","CMB_2",250,"2023-09-25"
"537936381","CMB_2",250,"2023-09-25"
"692079768","CMB_2",250,"2023-09-25"
"419064725","CMB_2",250,"2023-09-25"
"661532246","CMB_2",250,"2023-09-25"
"977127373","CMB_2",250,"2023-09-25"
"962045677","CMB_2",250,"2023-09-25"
"238017021","CMB_2",250,"2023-09-25"
"760822203","CMB_2",250,"2023-09-25"
"510226288","CMB_2",250,"2023-09-25"
"838358873","CMB_2",250,"2023-09-25"
"808370632","CMB_2",250,"2023-09-25"
"330863026","CMB_2",250,"2023-09-25"
"073983911","CMB_2",250,"2023-09-25"
"082561016","CMB_2",250,"2023-09-25"
"908350512","CMB_2",250,"2023-09-25"
"525986794","CMB_2",250,"2023-09-25"
"423672031","CMB_2",250,"2023-09-25"
"596362506","CMB_2",250,"2023-09-25"
"968598622","CMB_2",250,"2023-09-25"
"993224301","CMB_2",250,"2023-09-25"
"595935128","CMB_2",250,"2023-09-25"
"990156748","CMB_2",250,"2023-09-25"
"598339276","CMB_2",250,"2023-09-25"
"661467973","CMB_2",250,"2023-09-25"
"149106795","CMB_2",250,"2023-09-25"
"278121724","CMB_2",250,"2023-09-25"
"478188397","CMB_2",250,"2023-09-25"
"159967881","CMB_2",250,"2023-09-25"
"248330729","CMB_2",250,"2023-09-25"
"083866098","CMB_2",250,"2023-09-25"
"197052728","CMB_2",250,"2023-09-25"
"744030881","CMB_2",250,"2023-09-25"
"993255340","CMB_2",250,"2023-09-25"
"838360723","CMB_2",250,"2023-09-25"
"977153205","CMB_2",250,"2023-09-25"
"120725128","CMB_2",250,"2023-09-25"
"014555619","CMB_2",250,"2023-09-25"
"687909028","CMB_2",250,"2023-09-25"
"293380777","CMB_2",250,"2023-09-25"
"612188351","CMB_2",250,"2023-09-25"
"144926067","CMB_2",250,"2023-09-25"
"055582026","CMB_2",250,"2023-09-25"
"062399160","CMB_2",250,"2023-09-25"
"514530451","CMB_2",250,"2023-09-25"
"218725584","CMB_2",250,"2023-09-25"
"687098360","CMB_2",250,"2023-09-25"
"090517395","CMB_2",250,"2023-09-25"
"235491223","CMB_2",250,"2023-09-25"
"605221563","CMB_2",250,"2023-09-25"
"479246448","CMB_2",250,"2023-09-25"
"659113167","CMB_2",250,"2023-09-25"
"999401304","CMB_2",250,"2023-09-25"
"988768796","CMB_2",250,"2023-09-25"
"680369882","CMB_2",250,"2023-09-25"
"907089054","CMB_2",250,"2023-09-25"
"823386910","CMB_2",250,"2023-09-25"
"797422992","CMB_2",250,"2023-09-25"
"916513262","CMB_2",250,"2023-09-25"
"204562039","CMB_2",250,"2023-09-25"
"199790856","CMB_2",250,"2023-09-25"
"495101415","CMB_2",250,"2023-09-25"
"769224980","CMB_2",250,"2023-09-25"
"692311712","CMB_2",250,"2023-09-25"
"373822599","CMB_2",250,"2023-09-25"
"091134531","CMB_2",250,"2023-09-25"
"574326291","CMB_2",250,"2023-09-25"
"982360598","CMB_2",250,"2023-09-25"
"274637716","CMB_2",250,"2023-09-25"
"058099257","CMB_2",250,"2023-09-25"
"077922543","CMB_2",250,"2023-09-25"
"207566433","CMB_2",250,"2023-09-25"
"049131047","CMB_2",250,"2023-09-25"
"181045514","CMB_2",250,"2023-09-25"
"571729128","CMB_2",250,"2023-09-25"
"786747400","CMB_2",250,"2023-09-25"
"429441468","CMB_2",250,"2023-09-25"
"997913253","CMB_2",250,"2023-09-25"
"117230885","CMB_2",250,"2023-09-25"
"636313757","CMB_2",250,"2023-09-25"
"462497457","CMB_2",250,"2023-09-25"
"917976993","CMB_2",250,"2023-09-25"
"550317465","CMB_2",250,"2023-09-25"
"979065784","CMB_2",250,"2023-09-25"
"617541604","CMB_2",250,"2023-09-25"
"645536966","CMB_2",250,"2023-09-25"
"318421262","CMB_2",250,"2023-09-25"
"844343298","CMB_2",250,"2023-09-25"
"653819286","CMB_2",250,"2023-09-25"
"395696798","CMB_2",250,"2023-09-25"
"916123920","CMB_2",250,"2023-09-25"
"885019186","CMB_2",250,"2023-09-25"
"949447144","CMB_2",250,"2023-09-25"
"562509471","CMB_2",250,"2023-09-25"
"748922523","CMB_2",250,"2023-09-25"
"099352606","CMB_2",250,"2023-09-25"
"880774239","CMB_2",250,"2023-09-25"
"653555253","CMB_2",250,"2023-09-25"
"709440513","CMB_2",250,"2023-09-25"
"652716518","CMB_2",250,"2023-09-25"
"199840543","CMB_2",250,"2023-09-25"
"344761586","CMB_2",250,"2023-09-25"
"656072972","CMB_2",250,"2023-09-25"
"793011454","CMB_2",250,"2023-09-25"
"878429735","CMB_2",250,"2023-09-25"
"869954659","CMB_2",250,"2023-09-25"
"794314745","CMB_2",250,"2023-09-25"
"153322224","CMB_2",250,"2023-09-25"
"299167621","CMB_2",250,"2023-09-25"
"072989531","CMB_2",250,"2023-09-25"
"313674225","CMB_2",250,"2023-09-25"
"917342005","CMB_2",250,"2023-09-25"
"304499970","CMB_2",250,"2023-09-25"
"340555790","CMB_2",250,"2023-09-25"
"922002369","CMB_2",250,"2023-09-25"
"243501319","CMB_2",250,"2023-09-25"
"151004288","CMB_2",250,"2023-09-25"
"120489005","CMB_2",250,"2023-09-25"
"065262585","CMB_2",250,"2023-09-25"
"898908394","CMB_2",250,"2023-09-25"
"696720816","CMB_2",250,"2023-09-25"
"385725612","CMB_2",250,"2023-09-25"
"601260457","CMB_2",250,"2023-09-25"
"842715092","CMB_2",250,"2023-09-25"
"890383267","CMB_2",250,"2023-09-25"
"969987949","CMB_2",250,"2023-09-25"
"062895887","CMB_2",250,"2023-09-25"
"232586864","CMB_2",250,"2023-09-25"
"697489838","CMB_2",250,"2023-09-25"
"942171821","CMB_2",250,"2023-09-25"
"137281471","CMB_2",250,"2023-09-25"
"489026602","CMB_2",250,"2023-09-25"
"917037841","CMB_2",250,"2023-09-25"
"842855145","CMB_2",250,"2023-09-25"
"263794259","CMB_2",250,"2023-09-25"
"567737852","CMB_2",250,"2023-09-25"
"668229871","CMB_2",250,"2023-09-25"
"426114372","CMB_2",250,"2023-09-25"
"451178151","CMB_2",250,"2023-09-25"
"999181190","CMB_2",250,"2023-09-25"
"540026229","CMB_2",250,"2023-09-25"
"135323389","CMB_2",250,"2023-09-25"
"746026498","CMB_2",250,"2023-09-25"
"964407294","CMB_2",250,"2023-09-25"
"055409593","CMB_2",250,"2023-09-25"
"325110547","CMB_2",250,"2023-09-25"
"614515143","CMB_2",250,"2023-09-25"
"949047228","CMB_2",250,"2023-09-25"
"735584975","CMB_2",250,"2023-09-25"
"602221977","CMB_2",250,"2023-09-25"
"275176975","CMB_2",250,"2023-09-25"
"217844375","CMB_2",250,"2023-09-25"
"182315696","CMB_2",250,"2023-09-25"
"553021737","CMB_2",250,"2023-09-25"
"087662419","CMB_2",250,"2023-09-25"
"273087795","CMB_2",250,"2023-09-25"
"596260723","CMB_2",250,"2023-09-25"
"118251194","CMB_2",250,"2023-09-25"
"084022055","CMB_2",250,"2023-09-25"
"567097212","CMB_2",250,"2023-09-25"
"480694668","CMB_2",250,"2023-09-25"
"279862831","CMB_2",250,"2023-09-25"
"176388600","CMB_2",250,"2023-09-25"
"874101984","CMB_2",250,"2023-09-25"
"373300654","CMB_2",250,"2023-09-25"
"626373880","CMB_2",250,"2023-09-25"
"160669726","CMB_2",250,"2023-09-25"
"651988604","CMB_2",250,"2023-09-25"
"954947840","CMB_2",250,"2023-09-25"
"063490519","CMB_2",250,"2023-09-25"
"746383848","CMB_2",250,"2023-09-25"
"457381404","CMB_2",250,"2023-09-25"
"303521159","CMB_2",250,"2023-09-25"
"057161375","CMB_2",250,"2023-09-25"
"618665056","CMB_2",250,"2023-09-25"
"828456588","CMB_2",250,"2023-09-25"
"145095948","CMB_2",250,"2023-09-25"
"509849677","CMB_2",250,"2023-09-25"
"035861808","CMB_2",250,"2023-09-25"
"832698912","CMB_2",250,"2023-09-25"
"732507824","CMB_2",250,"2023-09-25"
"400525001","CMB_2",250,"2023-09-25"
"873228480","CMB_2",250,"2023-09-25"
"926623090","CMB_2",250,"2023-09-25"
"103321366","CMB_2",250,"2023-09-25"
"562872261","CMB_2",250,"2023-09-25"
"973404929","CMB_2",250,"2023-09-25"
"550092865","CMB_2",250,"2023-09-25"
"047434568","CMB_2",250,"2023-09-25"
"067511365","CMB_2",250,"2023-09-25"
"911093609","CMB_2",250,"2023-09-25"
"443403211","CMB_2",250,"2023-09-25"
"956796107","CMB_2",250,"2023-09-25"
"984434161","CMB_2",250,"2023-09-25"
"777504758","CMB_2",250,"2023-09-25"
"836739938","CMB_2",250,"2023-09-25"
"077028351","CMB_2",250,"2023-09-25"
"388034777","CMB_2",250,"2023-09-25"
"543379844","CMB_2",250,"2023-09-25"
"136047130","CMB_2",250,"2023-09-25"
"597895178","CMB_2",250,"2023-09-25"
"555091887","CMB_2",250,"2023-09-25"
"214272566","CMB_2",250,"2023-09-25"
"583156046","CMB_2",250,"2023-09-25"
"589905676","CMB_2",250,"2023-09-25"
"217859873","CMB_2",250,"2023-09-25"
"157052845","CMB_2",250,"2023-09-25"
"202156379","CMB_2",250,"2023-09-25"
"033875557","CMB_2",250,"2023-09-25"
"294876239","CMB_2",250,"2023-09-25"
"422948710","CMB_2",250,"2023-09-25"
"642650613","CMB_2",250,"2023-09-25"
"383083963","CMB_2",250,"2023-09-25"
"127107203","CMB_2",250,"2023-09-25"
"271771252","CMB_2",250,"2023-09-25"
"022597323","CMB_2",250,"2023-09-25"
"311500483","CMB_2",250,"2023-09-25"
"957854118","CMB_2",250,"2023-09-25"
"048198788","CMB_2",250,"2023-09-25"
"048689140","CMB_2",250,"2023-09-25"
"169783944","CMB_2",250,"2023-09-25"
"808076149","CMB_2",250,"2023-09-25"
"231285547","CMB_2",250,"2023-09-25"
"684554931","CMB_2",250,"2023-09-25"
"146069563","CMB_2",250,"2023-09-25"
"557951638","CMB_2",250,"2023-09-25"
"810554425","CMB_2",250,"2023-09-25"
"567172509","CMB_2",250,"2023-09-25"
"226319183","CMB_2",250,"2023-09-25"
"450083859","CMB_2",250,"2023-09-25"
"327751680","CMB_2",250,"2023-09-25"
"405151645","CMB_2",250,"2023-09-25"
"043984171","CMB_2",250,"2023-09-25"
"264770070","CMB_2",250,"2023-09-25"
"086636951","CMB_2",250,"2023-09-25"
"836821910","CMB_2",250,"2023-09-25"
"542775506","CMB_2",250,"2023-09-25"
"658990150","CMB_2",250,"2023-09-25"
"450962205","CMB_2",250,"2023-09-25"
"102767499","CMB_2",250,"2023-09-25"
"922915360","CMB_2",250,"2023-09-25"
"348841697","CMB_2",250,"2023-09-25"
"586787098","CMB_2",250,"2023-09-25"
"688327187","CMB_2",250,"2023-09-25"
"367743642","CMB_2",250,"2023-09-25"
"699258057","CMB_2",250,"2023-09-25"
"660372580","CMB_2",250,"2023-09-25"
"796284297","CMB_2",250,"2023-09-25"
"357152486","CMB_2",250,"2023-09-25"
"304162562","CMB_2",250,"2023-09-25"
"755841172","CMB_2",250,"2023-09-25"
"211343263","CMB_2",250,"2023-09-25"
